constituency_no,constituency_name,district,election_type,reserved_status,winner_name,winner_party,winner_party_full,winner_votes,winner_vote_share_pct,runner_up_name,runner_up_party,runner_up_party_full,runner_up_votes,runner_up_vote_share_pct,margin_votes,margin_pct,total_valid_votes,nota_votes,turnout_pct,source_name,source_url,source_type,last_verified,notes
83,Krishnanagar Uttar,Nadia,assembly_2021,GEN,MUKUL ROY,BJP,Bharatiya Janata Party,109357,54.19,KOUSHANI MUKHERJEE,AITC,All India Trinamool Congress,74268,36.80,35089,17.39,201805,1851,84.71,Election Commission of India,https://results.eci.gov.in,official,Sun May 02 2021 05:30:00 GMT+0530 (India Standard Time),
84,Nabadwip,Nadia,assembly_2021,GEN,PUNDARIKAKSHYA SAHA,AITC,All India Trinamool Congress,102170,48.52,SIDHARTHA SHANKAR NASKAR,BJP,Bharatiya Janata Party,83599,39.70,18571,8.82,210589,2344,86.61,Election Commission of India,https://results.eci.gov.in,official,Sun May 02 2021 05:30:00 GMT+0530 (India Standard Time),
85,Krishnanagar Dakshin,Nadia,assembly_2021,GEN,UJJAL BISWAS,AITC,All India Trinamool Congress,91738,46.88,MAHADEV SARKAR,BJP,Bharatiya Janata Party,82433,42.13,9305,4.76,195685,2165,86.93,Election Commission of India,https://results.eci.gov.in,official,Sun May 02 2021 05:30:00 GMT+0530 (India Standard Time),
86,Santipur,Nadia,assembly_2021,SC,JAGANNATH SARKAR,BJP,Bharatiya Janata Party,109722,49.94,AJOY DEY,AITC,All India Trinamool Congress,93844,42.72,15878,7.23,219692,2385,85.95,Election Commission of India,https://results.eci.gov.in,official,Sun May 02 2021 05:30:00 GMT+0530 (India Standard Time),
87,Ranaghat Uttar Paschim,Nadia,assembly_2021,GEN,PARTHASARATHI CHATTERJEE,BJP,Bharatiya Janata Party,113637,50.91,SANKAR SINGHA,AITC,All India Trinamool Congress,90509,40.55,23128,10.36,223193,2258,83.96,Election Commission of India,https://results.eci.gov.in,official,Sun May 02 2021 05:30:00 GMT+0530 (India Standard Time),
88,Krishnaganj,Nadia,assembly_2021,SC,ASHIS KUMAR BISWAS,BJP,Bharatiya Janata Party,117668,50.73,DR. TAPAS MANDAL,AITC,All India Trinamool Congress,96391,41.56,21277,9.17,231938,2099,84.73,Election Commission of India,https://results.eci.gov.in,official,Sun May 02 2021 05:30:00 GMT+0530 (India Standard Time),
89,Ranaghat Uttar Purba,Nadia,assembly_2021,SC,ASHIM BISWAS,BJP,Bharatiya Janata Party,116786,54.39,SAMIR KUMAR PODDAR,AITC,All India Trinamool Congress,85004,39.59,31782,14.80,214736,2359,81.05,Election Commission of India,https://results.eci.gov.in,official,Sun May 02 2021 05:30:00 GMT+0530 (India Standard Time),
90,Ranaghat Dakshin,Nadia,assembly_2021,SC,MUKUT MANI ADHIKARI,BJP,Bharatiya Janata Party,119260,49.34,BARNALI DEY ROY,AITC,All India Trinamool Congress,102745,42.51,16515,6.83,241687,1577,84.75,Election Commission of India,https://results.eci.gov.in,official,Sun May 02 2021 05:30:00 GMT+0530 (India Standard Time),
91,Chakdaha,Nadia,assembly_2021,GEN,Bankim Chandra Ghosh,BJP,Bharatiya Janata Party,99368,46.86,Subhankar Singha (Jishu),AITC,All India Trinamool Congress,87688,41.35,11680,5.51,212064,1487,86.38,Election Commission of India,https://results.eci.gov.in,official,Sun May 02 2021 05:30:00 GMT+0530 (India Standard Time),
92,Kalyani,North 24 Parganas,assembly_2021,SC,AMBIKA ROY,BJP,Bharatiya Janata Party,97026,44.04,ANIRUDDHA BISWAS,AITC,All India Trinamool Congress,94820,43.03,2206,1.00,220338,2577,85.51,Election Commission of India,https://results.eci.gov.in,official,Sun May 02 2021 05:30:00 GMT+0530 (India Standard Time),
93,Haringhata,North 24 Parganas,assembly_2021,SC,ASIM KUMAR SARKAR,BJP,Bharatiya Janata Party,97666,46.31,NILIMA NAG (MALLICK),AITC,All India Trinamool Congress,82466,39.11,15200,7.21,210874,1427,87.64,Election Commission of India,https://results.eci.gov.in,official,Sun May 02 2021 05:30:00 GMT+0530 (India Standard Time),
94,Bagda,North 24 Parganas,assembly_2021,SC,Biswajit Das,BJP,Bharatiya Janata Party,108111,49.41,Paritosh Kumar Saha,AITC,All India Trinamool Congress,98319,44.94,9792,4.48,218791,1020,78.85,Election Commission of India,https://results.eci.gov.in,official,Sun May 02 2021 05:30:00 GMT+0530 (India Standard Time),
95,Bangaon Uttar,North 24 Parganas,assembly_2021,SC,ASHOK KIRTANIA,BJP,Bharatiya Janata Party,97761,47.65,SHYAMAL ROY,AITC,All India Trinamool Congress,87273,42.54,10488,5.11,205175,1833,81.62,Election Commission of India,https://results.eci.gov.in,official,Sun May 02 2021 05:30:00 GMT+0530 (India Standard Time),
96,Bangaon Dakshin,North 24 Parganas,assembly_2021,SC,SWAPAN MAJUMDER,BJP,Bharatiya Janata Party,97828,47.07,ALO RANI SARKAR,AITC,All India Trinamool Congress,95824,46.11,2004,0.96,207834,1542,83.71,Election Commission of India,https://results.eci.gov.in,official,Sun May 02 2021 05:30:00 GMT+0530 (India Standard Time),
97,Gaighata,North 24 Parganas,assembly_2021,SC,SUBRATA THAKUR,BJP,Bharatiya Janata Party,100808,47.27,NAROTTAM BISWAS,AITC,All India Trinamool Congress,91230,42.78,9578,4.49,213243,1409,84.60,Election Commission of India,https://results.eci.gov.in,official,Sun May 02 2021 05:30:00 GMT+0530 (India Standard Time),
98,Swarupnagar,North 24 Parganas,assembly_2021,SC,BINA MONDAL,AITC,All India Trinamool Congress,99784,47.11,BRINDABAN SARKAR,BJP,Bharatiya Janata Party,64984,30.68,34800,16.43,211804,1256,86.06,Election Commission of India,https://results.eci.gov.in,official,Sun May 02 2021 05:30:00 GMT+0530 (India Standard Time),
99,Baduria,North 24 Parganas,assembly_2021,GEN,ABDUR RAHIM QUAZI,AITC,All India Trinamool Congress,109701,51.53,SUKALYAN BAIDYA,BJP,Bharatiya Janata Party,53257,25.02,56444,26.51,212883,1953,87.34,Election Commission of India,https://results.eci.gov.in,official,Sun May 02 2021 05:30:00 GMT+0530 (India Standard Time),
100,Habra,North 24 Parganas,assembly_2021,GEN,JYOTI PRIYA MALLICK,AITC,All India Trinamool Congress,90533,44.34,RAHUL (BISWAJIT) SINHA,BJP,Bharatiya Janata Party,86692,42.46,3841,1.88,204171,1290,84.22,Election Commission of India,https://results.eci.gov.in,official,Sun May 02 2021 05:30:00 GMT+0530 (India Standard Time),
101,Ashoknagar,North 24 Parganas,assembly_2021,GEN,NARAYAN GOSWAMI,AITC,All India Trinamool Congress,93587,43.18,TANUJA CHAKRABORTY,BJP,Bharatiya Janata Party,70055,32.32,23532,10.86,216724,1611,84.27,Election Commission of India,https://results.eci.gov.in,official,Sun May 02 2021 05:30:00 GMT+0530 (India Standard Time),
102,Amdanga,North 24 Parganas,assembly_2021,GEN,RAFIQUR RAHAMAN,AITC,All India Trinamool Congress,88935,42.00,JOYDEV MANNA,BJP,Bharatiya Janata Party,63455,29.97,25480,12.03,211742,2324,87.33,Election Commission of India,https://results.eci.gov.in,official,Sun May 02 2021 05:30:00 GMT+0530 (India Standard Time),
103,Bijpur,North 24 Parganas,assembly_2021,GEN,SUBODH ADHIKARY,AITC,All India Trinamool Congress,66625,47.90,SUBHRANSHU ROY,BJP,Bharatiya Janata Party,53278,38.30,13347,9.60,139096,1227,72.33,Election Commission of India,https://results.eci.gov.in,official,Sun May 02 2021 05:30:00 GMT+0530 (India Standard Time),
104,Naihati,North 24 Parganas,assembly_2021,GEN,PARTHA BHOWMICK,AITC,All India Trinamool Congress,77753,49.69,PHALGUNI PATRA,BJP,Bharatiya Janata Party,58898,37.64,18855,12.05,156468,1701,80.68,Election Commission of India,https://results.eci.gov.in,official,Sun May 02 2021 05:30:00 GMT+0530 (India Standard Time),
105,Bhatpara,North 24 Parganas,assembly_2021,GEN,PAWAN KUMAR SINGH,BJP,Bharatiya Janata Party,57244,53.40,JITENDRA SHAW (JITU),AITC,All India Trinamool Congress,43557,40.63,13687,12.77,107197,1160,69.59,Election Commission of India,https://results.eci.gov.in,official,Sun May 02 2021 05:30:00 GMT+0530 (India Standard Time),
106,Jagatdal,North 24 Parganas,assembly_2021,GEN,SOMENATH SHYAM ICHINI,AITC,All India Trinamool Congress,87030,48.01,ARINDAM BHATTACHARYA,BJP,Bharatiya Janata Party,68666,37.88,18364,10.13,181287,2568,77.52,Election Commission of India,https://results.eci.gov.in,official,Sun May 02 2021 05:30:00 GMT+0530 (India Standard Time),
107,Noapara,North 24 Parganas,assembly_2021,GEN,MANJU BASU,AITC,All India Trinamool Congress,94203,48.90,SUNIL SINGH,BJP,Bharatiya Janata Party,67493,35.04,26710,13.87,192634,2886,73.48,Election Commission of India,https://results.eci.gov.in,official,Sun May 02 2021 05:30:00 GMT+0530 (India Standard Time),
108,Barrackpur,North 24 Parganas,assembly_2021,GEN,RAJU CHAKRABORTY (RAJ),AITC,All India Trinamool Congress,68887,46.47,CHANDRAMANI SHUKLA,BJP,Bharatiya Janata Party,59665,40.25,9222,6.22,148249,1930,68.84,Election Commission of India,https://results.eci.gov.in,official,Sun May 02 2021 05:30:00 GMT+0530 (India Standard Time),
109,Khardaha,North 24 Parganas,assembly_2021,GEN,KAJAL SINHA,AITC,All India Trinamool Congress,89807,49.04,SILBHADRA DATTA,BJP,Bharatiya Janata Party,61667,33.67,28140,15.36,183147,2415,78.73,Election Commission of India,https://results.eci.gov.in,official,Sun May 02 2021 05:30:00 GMT+0530 (India Standard Time),
110,Dum Dum Uttar,North 24 Parganas,assembly_2021,GEN,CHANDRIMA BHATTACHARYA,AITC,All India Trinamool Congress,95465,44.79,DR. ARCHANA MAJUMDAR,BJP,Bharatiya Janata Party,66966,31.42,28499,13.37,213149,2111,78.07,Election Commission of India,https://results.eci.gov.in,official,Sun May 02 2021 05:30:00 GMT+0530 (India Standard Time),
111,Panihati,North 24 Parganas,assembly_2021,GEN,NIRMAL GHOSH,AITC,All India Trinamool Congress,86495,49.61,SANMOY BANDYOPADHYAY,BJP,Bharatiya Janata Party,61318,35.17,25177,14.44,174356,2334,75.56,Election Commission of India,https://results.eci.gov.in,official,Sun May 02 2021 05:30:00 GMT+0530 (India Standard Time),
112,Kamarhati,North 24 Parganas,assembly_2021,GEN,MADAN MITRA,AITC,All India Trinamool Congress,73845,51.17,Anindya Banerjee,BJP,Bharatiya Janata Party,38437,26.64,35408,24.54,144310,1553,73.22,Election Commission of India,https://results.eci.gov.in,official,Sun May 02 2021 05:30:00 GMT+0530 (India Standard Time),
113,Baranagar,North 24 Parganas,assembly_2021,GEN,TAPAS ROY,AITC,All India Trinamool Congress,85615,53.42,PARNO MITTRA,BJP,Bharatiya Janata Party,50468,31.49,35147,21.93,160259,2378,73.59,Election Commission of India,https://results.eci.gov.in,official,Sun May 02 2021 05:30:00 GMT+0530 (India Standard Time),
114,Dum Dum,North 24 Parganas,assembly_2021,GEN,BRATYA BASU,AITC,All India Trinamool Congress,87999,47.48,BIMALSHANKAR NANDA,BJP,Bharatiya Janata Party,61268,33.06,26731,14.42,185334,2039,74.77,Election Commission of India,https://results.eci.gov.in,official,Sun May 02 2021 05:30:00 GMT+0530 (India Standard Time),
115,Rajarhat New Town,Kolkata,assembly_2021,GEN,TAPASH CHATTERJEE,AITC,All India Trinamool Congress,127374,54.22,BHASKAR ROY S/O - DULAL ROY,BJP,Bharatiya Janata Party,70942,30.20,56432,24.02,234906,2032,81.26,Election Commission of India,https://results.eci.gov.in,official,Sun May 02 2021 05:30:00 GMT+0530 (India Standard Time),
116,Bidhannagar,Kolkata,assembly_2021,GEN,SUJIT BOSE S/O - LATE AJIT BOSE,AITC,All India Trinamool Congress,75912,46.85,SABYA SACHI DUTTA S/O - LATE GOURI SANKAR DUTTA,BJP,Bharatiya Janata Party,67915,41.91,7997,4.94,162035,2213,66.58,Election Commission of India,https://results.eci.gov.in,official,Sun May 02 2021 05:30:00 GMT+0530 (India Standard Time),
117,Rajarhat Gopalpur,Kolkata,assembly_2021,GEN,ADITI MUNSHI,AITC,All India Trinamool Congress,87650,49.04,SAMIK BHATTACHARYA,BJP,Bharatiya Janata Party,62354,34.89,25296,14.15,178723,2258,69.42,Election Commission of India,https://results.eci.gov.in,official,Sun May 02 2021 05:30:00 GMT+0530 (India Standard Time),
118,Madhyamgram,Kolkata,assembly_2021,GEN,RATHIN GHOSH,AITC,All India Trinamool Congress,112741,48.93,RAJASREE RAJBANSHI,BJP,Bharatiya Janata Party,64615,28.04,48126,20.89,230431,3152,84.59,Election Commission of India,https://results.eci.gov.in,official,Sun May 02 2021 05:30:00 GMT+0530 (India Standard Time),
119,Barasat,Kolkata,assembly_2021,GEN,CHIRANJEET CHAKRABARTI,AITC,All India Trinamool Congress,104431,46.27,SANKAR CHATTERJEE,BJP,Bharatiya Janata Party,80648,35.73,23783,10.54,225707,2688,80.73,Election Commission of India,https://results.eci.gov.in,official,Sun May 02 2021 05:30:00 GMT+0530 (India Standard Time),
120,Deganga,Kolkata,assembly_2021,GEN,RAHIMA MONDAL,AITC,All India Trinamool Congress,100105,46.70,KARIM ALI,OTHER,Other Parties,67568,31.52,32537,15.18,214380,2100,88.35,Election Commission of India,https://results.eci.gov.in,official,Sun May 02 2021 05:30:00 GMT+0530 (India Standard Time),
121,Haroa,Kolkata,assembly_2021,GEN,ISLAM SK NURUL (HAJI),AITC,All India Trinamool Congress,130398,57.34,KUTUBUDDIN FATHE,OTHER,Other Parties,49420,21.73,80978,35.61,227395,2930,87.73,Election Commission of India,https://results.eci.gov.in,official,Sun May 02 2021 05:30:00 GMT+0530 (India Standard Time),
122,Minakhan,Howrah,assembly_2021,SC,USHA RANI MONDAL,AITC,All India Trinamool Congress,109818,51.72,JAYANTA MONDAL,BJP,Bharatiya Janata Party,53988,25.42,55830,26.29,212352,3940,89.78,Election Commission of India,https://results.eci.gov.in,official,Sun May 02 2021 05:30:00 GMT+0530 (India Standard Time),
123,Sandeshkhali,Howrah,assembly_2021,ST,SUKUMAR MAHATA,AITC,All India Trinamool Congress,112450,54.64,DR. BHASKAR SARDAR,BJP,Bharatiya Janata Party,72765,35.36,39685,19.28,205787,2456,86.24,Election Commission of India,https://results.eci.gov.in,official,Sun May 02 2021 05:30:00 GMT+0530 (India Standard Time),
124,Basirhat Dakshin,Howrah,assembly_2021,GEN,DR. SAPTARSHI BANERJEE,AITC,All India Trinamool Congress,115873,49.15,TARAK NATH GHOSH,BJP,Bharatiya Janata Party,91405,38.77,24468,10.38,235737,1689,85.43,Election Commission of India,https://results.eci.gov.in,official,Sun May 02 2021 05:30:00 GMT+0530 (India Standard Time),
125,Basirhat Uttar,Howrah,assembly_2021,GEN,RAFIKUL ISLAM MONDAL,AITC,All India Trinamool Congress,137216,57.55,MD BAIJID AMIN,OTHER,Other Parties,47865,20.08,89351,37.48,238426,1952,88.95,Election Commission of India,https://results.eci.gov.in,official,Sun May 02 2021 05:30:00 GMT+0530 (India Standard Time),
126,Hingalganj,Howrah,assembly_2021,SC,DEBES MANDAL,AITC,All India Trinamool Congress,104706,53.78,NEMAI DAS,BJP,Bharatiya Janata Party,79790,40.98,24916,12.80,194681,1736,85.20,Election Commission of India,https://results.eci.gov.in,official,Sun May 02 2021 05:30:00 GMT+0530 (India Standard Time),
127,Gosaba,Howrah,assembly_2021,SC,JAYANTA NASKAR,AITC,All India Trinamool Congress,105723,53.99,BARUN PRAMANIK (CHITTA),BJP,Bharatiya Janata Party,82014,41.88,23709,12.11,195808,1017,85.01,Election Commission of India,https://results.eci.gov.in,official,Sun May 02 2021 05:30:00 GMT+0530 (India Standard Time),
128,Basanti,Howrah,assembly_2021,SC,SHYAMAL MONDAL,AITC,All India Trinamool Congress,111453,52.10,RAMESH MAJHI,BJP,Bharatiya Janata Party,60811,28.43,50642,23.67,213910,1907,82.06,Election Commission of India,https://results.eci.gov.in,official,Sun May 02 2021 05:30:00 GMT+0530 (India Standard Time),
129,Kultali,Howrah,assembly_2021,SC,Ganesh Chandra Mondal,AITC,All India Trinamool Congress,117238,51.57,Mintu Halder,BJP,Bharatiya Janata Party,70061,30.82,47177,20.75,227351,1048,85.61,Election Commission of India,https://results.eci.gov.in,official,Sun May 02 2021 05:30:00 GMT+0530 (India Standard Time),
130,Patharpratima,Howrah,assembly_2021,GEN,SAMIR KUMAR JANA,AITC,All India Trinamool Congress,120181,51.85,ASIT KUMAR HALDAR,BJP,Bharatiya Janata Party,98047,42.30,22134,9.55,231786,1214,87.91,Election Commission of India,https://results.eci.gov.in,official,Sun May 02 2021 05:30:00 GMT+0530 (India Standard Time),
131,Kakdwip,Howrah,assembly_2021,GEN,MANTURAM PAKHIRA,AITC,All India Trinamool Congress,114493,52.14,DIPANKAR JANA,BJP,Bharatiya Janata Party,89191,40.62,25302,11.52,219597,1023,88.61,Election Commission of India,https://results.eci.gov.in,official,Sun May 02 2021 05:30:00 GMT+0530 (India Standard Time),
132,Sagar,Howrah,assembly_2021,GEN,BANKIM CHANDRA HAZRA,AITC,All India Trinamool Congress,129000,53.96,KAMILA BIKASH,BJP,Bharatiya Janata Party,99154,41.48,29846,12.48,239067,1025,87.02,Election Commission of India,https://results.eci.gov.in,official,Sun May 02 2021 05:30:00 GMT+0530 (India Standard Time),
133,Kulpi,Howrah,assembly_2021,GEN,JOGARANJAN HALDER,AITC,All India Trinamool Congress,96577,50.01,PRANAB KUMAR MALLIK,BJP,Bharatiya Janata Party,62759,32.50,33818,17.51,193130,1685,87.73,Election Commission of India,https://results.eci.gov.in,official,Sun May 02 2021 05:30:00 GMT+0530 (India Standard Time),
134,Raidighi,Howrah,assembly_2021,SC,ALOKE JALDATA,AITC,All India Trinamool Congress,115707,48.47,SANTANU BAPULI,BJP,Bharatiya Janata Party,80139,33.57,35568,14.90,238720,1462,87.26,Election Commission of India,https://results.eci.gov.in,official,Sun May 02 2021 05:30:00 GMT+0530 (India Standard Time),
135,Mandirbazar,Howrah,assembly_2021,SC,JOYDEB HALDER,AITC,All India Trinamool Congress,95834,48.04,DILIP KUMAR JATUA,BJP,Bharatiya Janata Party,72342,36.26,23492,11.78,199490,1822,87.06,Election Commission of India,https://results.eci.gov.in,official,Sun May 02 2021 05:30:00 GMT+0530 (India Standard Time),
136,Jaynagar,Howrah,assembly_2021,SC,BISWANATH DAS,AITC,All India Trinamool Congress,104952,51.85,RABIN SARDAR,BJP,Bharatiya Janata Party,66269,32.74,38683,19.11,202431,1164,84.36,Election Commission of India,https://results.eci.gov.in,official,Sun May 02 2021 05:30:00 GMT+0530 (India Standard Time),
137,Baruipur Purba,Howrah,assembly_2021,SC,BIVAS SARDAR (VOBO),AITC,All India Trinamool Congress,123243,54.75,CHANDAN MONDAL,BJP,Bharatiya Janata Party,73602,32.70,49641,22.05,225114,1855,84.92,Election Commission of India,https://results.eci.gov.in,official,Sun May 02 2021 05:30:00 GMT+0530 (India Standard Time),
138,Canning Paschim,Hooghly,assembly_2021,SC,Paresh Ram Das,AITC,All India Trinamool Congress,111059,50.86,ARNAB ROY,BJP,Bharatiya Janata Party,75816,34.72,35243,16.14,218354,3032,84.74,Election Commission of India,https://results.eci.gov.in,official,Sun May 02 2021 05:30:00 GMT+0530 (India Standard Time),
139,Canning Purba,Hooghly,assembly_2021,GEN,SAOKAT MOLLA,AITC,All India Trinamool Congress,122301,52.54,GAZI SHAHABUDDIN SIRAJI,OTHER,Other Parties,69294,29.77,53007,22.77,232766,2267,88.72,Election Commission of India,https://results.eci.gov.in,official,Sun May 02 2021 05:30:00 GMT+0530 (India Standard Time),
140,Baruipur Paschim,Hooghly,assembly_2021,GEN,BIMAN BANERJEE,AITC,All India Trinamool Congress,121006,57.27,DEBOPAM CHATTOPADHYAYA(BABU),BJP,Bharatiya Janata Party,59096,27.97,61910,29.30,211293,1536,83.27,Election Commission of India,https://results.eci.gov.in,official,Sun May 02 2021 05:30:00 GMT+0530 (India Standard Time),
141,Magrahat Purba,Hooghly,assembly_2021,SC,NAMITA SAHA,AITC,All India Trinamool Congress,110945,53.82,CHANDAN KUMAR NASKAR,BJP,Bharatiya Janata Party,56866,27.58,54079,26.23,206153,1480,85.00,Election Commission of India,https://results.eci.gov.in,official,Sun May 02 2021 05:30:00 GMT+0530 (India Standard Time),
142,Magrahat Paschim,Hooghly,assembly_2021,GEN,GIAS UDDIN MOLLA,AITC,All India Trinamool Congress,97006,49.93,DHURJATI SAHA (MANAS),BJP,Bharatiya Janata Party,50065,25.77,46941,24.16,194282,2286,84.68,Election Commission of India,https://results.eci.gov.in,official,Sun May 02 2021 05:30:00 GMT+0530 (India Standard Time),
143,Diamond Harbour,Hooghly,assembly_2021,GEN,PANNALAL HALDER,AITC,All India Trinamool Congress,98478,43.69,DIPAK KUMAR HALDER,BJP,Bharatiya Janata Party,81482,36.15,16996,7.54,225397,1449,88.35,Election Commission of India,https://results.eci.gov.in,official,Sun May 02 2021 05:30:00 GMT+0530 (India Standard Time),
